"","Time","Price","Size","cum_volume","ppt"
"377",2018-12-17 10:15:38,29.1,22050,22050,1.37
"376",2018-12-17 10:16:27,29.1,500,22550,0.03
"375",2018-12-17 10:17:12,29.2,2000,24550,0.12
"374",2018-12-17 10:18:11,29.1,100,24650,0.01
"373",2018-12-17 10:18:51,29.1,170,24820,0.01
"372",2018-12-17 10:18:58,29.1,800,25620,0.05
"371",2018-12-17 10:19:17,29.15,20,25640,0
"370",2018-12-17 10:20:40,29.05,2600,28240,0.16
"369",2018-12-17 10:21:38,29.05,2000,30240,0.12
"368",2018-12-17 10:22:01,29.05,4700,34940,0.29
"367",2018-12-17 10:22:07,29.05,100,35040,0.01
"366",2018-12-17 10:22:39,29.1,150,35190,0.01
"365",2018-12-17 10:22:54,29.1,70,35260,0
"364",2018-12-17 10:23:13,29.1,780,36040,0.05
"363",2018-12-17 10:24:10,29.1,10,36050,0
"362",2018-12-17 10:24:17,29.05,3380,39430,0.21
"361",2018-12-17 10:24:26,29.05,1620,41050,0.1
"360",2018-12-17 10:24:38,29.05,150,41200,0.01
"359",2018-12-17 10:25:30,29.05,3060,44260,0.19
"358",2018-12-17 10:25:52,29.05,500,44760,0.03
"357",2018-12-17 10:27:25,29.05,10000,54760,0.62
"356",2018-12-17 10:27:29,29.1,500,55260,0.03
"355",2018-12-17 10:28:36,29.1,10,55270,0
"354",2018-12-17 10:29:15,29.1,500,55770,0.03
"353",2018-12-17 10:29:20,29.05,10,55780,0
"352",2018-12-17 10:29:39,29.05,1000,56780,0.06
"351",2018-12-17 10:30:22,29.05,10,56790,0
"350",2018-12-17 10:31:09,29.05,200,56990,0.01
"349",2018-12-17 10:31:31,29.05,300,57290,0.02
"348",2018-12-17 10:31:53,29.05,3810,61100,0.24
"347",2018-12-17 10:31:58,29.05,15000,76100,0.93
"346",2018-12-17 10:32:10,29.05,3890,79990,0.24
"345",2018-12-17 10:32:18,29.05,4110,84100,0.26
"344",2018-12-17 10:32:23,29.05,890,84990,0.06
"343",2018-12-17 10:32:35,29.05,110,85100,0.01
"342",2018-12-17 10:32:36,29.05,900,86000,0.06
"341",2018-12-17 10:32:39,29.05,750,86750,0.05
"340",2018-12-17 10:32:49,29,4500,91250,0.28
"339",2018-12-17 10:32:50,29,4000,95250,0.25
"338",2018-12-17 10:34:57,29,300,95550,0.02
"337",2018-12-17 10:35:17,29.05,100,95650,0.01
"336",2018-12-17 10:35:25,29,500,96150,0.03
"335",2018-12-17 10:36:49,29,800,96950,0.05
"334",2018-12-17 10:38:35,29,30,96980,0
"333",2018-12-17 10:39:17,29.05,200,97180,0.01
"332",2018-12-17 10:39:22,29.05,1000,98180,0.06
"331",2018-12-17 10:39:29,29.05,1920,100100,0.12
"330",2018-12-17 10:40:32,29.1,1000,101100,0.06
"329",2018-12-17 10:41:08,29.1,330,101430,0.02
"328",2018-12-17 10:41:33,29.1,17850,119280,1.11
"327",2018-12-17 10:41:48,29.1,20,119300,0
"326",2018-12-17 10:42:00,29.1,1200,120500,0.07
"325",2018-12-17 10:42:09,29.15,30,120530,0
"324",2018-12-17 10:42:22,29.1,700,121230,0.04
"323",2018-12-17 10:42:28,29.1,1000,122230,0.06
"322",2018-12-17 10:42:56,29.15,1060,123290,0.07
"321",2018-12-17 10:43:39,29.1,3000,126290,0.19
"320",2018-12-17 10:44:31,29.1,150,126440,0.01
"319",2018-12-17 10:45:31,29.1,100,126540,0.01
"318",2018-12-17 10:45:36,29.1,80,126620,0
"317",2018-12-17 10:45:40,29.1,50,126670,0
"316",2018-12-17 10:46:16,29.1,100,126770,0.01
"315",2018-12-17 10:47:20,29.1,110,126880,0.01
"314",2018-12-17 10:47:40,29.15,1000,127880,0.06
"313",2018-12-17 10:47:46,29.1,20,127900,0
"312",2018-12-17 10:49:13,29.1,250,128150,0.02
"311",2018-12-17 10:51:21,29.15,160,128310,0.01
"310",2018-12-17 10:51:44,29.15,3580,131890,0.22
"309",2018-12-17 10:52:02,29.15,500,132390,0.03
"308",2018-12-17 10:52:22,29.15,1500,133890,0.09
"307",2018-12-17 10:52:37,29.15,1650,135540,0.1
"306",2018-12-17 10:52:45,29.15,500,136040,0.03
"305",2018-12-17 10:53:01,29.15,2000,138040,0.12
"304",2018-12-17 10:53:20,29.15,2860,140900,0.18
"303",2018-12-17 10:54:09,29.2,50,140950,0
"302",2018-12-17 10:54:52,29.2,13420,154370,0.84
"301",2018-12-17 10:55:01,29.2,1200,155570,0.07
"300",2018-12-17 10:55:09,29.2,1800,157370,0.11
"299",2018-12-17 10:55:11,29.25,2600,159970,0.16
"298",2018-12-17 10:55:50,29.2,200,160170,0.01
"297",2018-12-17 10:56:26,29.25,7000,167170,0.44
"296",2018-12-17 10:56:28,29.2,1000,168170,0.06
"295",2018-12-17 10:57:09,29.2,90,168260,0.01
"294",2018-12-17 10:58:38,29.2,2490,170750,0.16
"293",2018-12-17 11:00:09,29.15,300,171050,0.02
"292",2018-12-17 11:01:23,29.2,10,171060,0
"291",2018-12-17 11:01:33,29.2,500,171560,0.03
"290",2018-12-17 11:02:06,29.2,20,171580,0
"289",2018-12-17 11:02:49,29.15,10,171590,0
"288",2018-12-17 11:03:04,29.15,20,171610,0
"287",2018-12-17 11:04:14,29.15,8640,180250,0.54
"286",2018-12-17 11:04:17,29.15,1000,181250,0.06
"285",2018-12-17 11:04:23,29.15,100,181350,0.01
"284",2018-12-17 11:07:55,29.15,400,181750,0.02
"283",2018-12-17 11:07:56,29.15,1700,183450,0.11
"282",2018-12-17 11:08:27,29.2,10000,193450,0.62
"281",2018-12-17 11:09:04,29.2,1810,195260,0.11
"280",2018-12-17 11:09:06,29.2,1540,196800,0.1
"279",2018-12-17 11:09:10,29.15,500,197300,0.03
"278",2018-12-17 11:09:26,29.2,10,197310,0
"277",2018-12-17 11:10:03,29.2,8170,205480,0.51
"276",2018-12-17 11:11:32,29.2,500,205980,0.03
"275",2018-12-17 11:12:22,29.2,3130,209110,0.2
"274",2018-12-17 11:12:29,29.2,510,209620,0.03
"273",2018-12-17 11:18:51,29.15,3000,212620,0.19
"272",2018-12-17 11:19:27,29.15,490,213110,0.03
"271",2018-12-17 11:19:44,29.15,23720,236830,1.48
"270",2018-12-17 11:20:26,29.15,3380,240210,0.21
"269",2018-12-17 11:20:39,29.15,2000,242210,0.12
"268",2018-12-17 11:23:07,29.15,500,242710,0.03
"267",2018-12-17 11:26:43,29.15,2000,244710,0.12
"266",2018-12-17 11:27:00,29.15,1170,245880,0.07
"265",2018-12-17 11:29:02,29.15,800,246680,0.05
"264",2018-12-17 11:29:04,29.15,5000,251680,0.31
"263",2018-12-17 11:29:59,29.1,3000,254680,0.19
"262",2018-12-17 11:30:51,29.15,2000,256680,0.12
"261",2018-12-17 11:31:18,29.15,5000,261680,0.31
"260",2018-12-17 11:31:24,29.15,1000,262680,0.06
"259",2018-12-17 11:32:36,29.1,200,262880,0.01
"258",2018-12-17 11:33:07,29.1,5000,267880,0.31
"257",2018-12-17 11:33:08,29.1,2500,270380,0.16
"256",2018-12-17 11:33:11,29.1,150,270530,0.01
"255",2018-12-17 11:33:14,29.1,7000,277530,0.44
"254",2018-12-17 11:33:16,29.1,4070,281600,0.25
"253",2018-12-17 11:33:44,29.05,7000,288600,0.44
"252",2018-12-17 11:35:08,29.05,800,289400,0.05
"251",2018-12-17 11:35:41,29.1,210,289610,0.01
"250",2018-12-17 11:35:45,29.1,8000,297610,0.5
"249",2018-12-17 11:35:53,29.1,1330,298940,0.08
"248",2018-12-17 11:36:35,29.1,1500,300440,0.09
"247",2018-12-17 11:37:15,29.05,20000,320440,1.25
"246",2018-12-17 11:37:27,29.05,100,320540,0.01
"245",2018-12-17 11:38:07,29.05,10100,330640,0.63
"244",2018-12-17 11:38:59,29.05,12590,343230,0.78
"243",2018-12-17 11:40:06,29.05,11300,354530,0.7
"242",2018-12-17 11:40:13,29.05,1110,355640,0.07
"241",2018-12-17 11:40:52,29.05,300,355940,0.02
"240",2018-12-17 11:41:11,29.05,160,356100,0.01
"239",2018-12-17 11:41:24,29.05,500,356600,0.03
"238",2018-12-17 11:42:16,29.05,160,356760,0.01
"237",2018-12-17 11:42:17,29.05,150,356910,0.01
"236",2018-12-17 11:42:23,29.05,920,357830,0.06
"235",2018-12-17 11:42:28,29.05,1200,359030,0.07
"234",2018-12-17 11:42:53,29,50000,409030,3.12
"233",2018-12-17 11:42:59,29,2890,411920,0.18
"232",2018-12-17 11:43:00,29,5000,416920,0.31
"231",2018-12-17 11:43:03,29.05,30,416950,0
"230",2018-12-17 11:43:43,29.05,20000,436950,1.25
"229",2018-12-17 11:44:24,29.05,400,437350,0.02
"228",2018-12-17 11:47:32,29.1,10000,447350,0.62
"227",2018-12-17 11:55:00,29.05,1000,448350,0.06
"226",2018-12-17 11:56:10,29.05,26000,474350,1.62
"225",2018-12-17 11:58:41,29.05,20,474370,0
"224",2018-12-17 11:59:16,29.05,6000,480370,0.37
"223",2018-12-17 12:01:12,29.05,100,480470,0.01
"222",2018-12-17 12:02:11,29.1,500,480970,0.03
"221",2018-12-17 12:02:45,29.1,5000,485970,0.31
"220",2018-12-17 12:02:53,29.1,1000,486970,0.06
"219",2018-12-17 12:03:19,29.1,500,487470,0.03
"218",2018-12-17 12:03:25,29.1,60,487530,0
"217",2018-12-17 12:04:03,29.1,7390,494920,0.46
"216",2018-12-17 12:04:06,29.1,12000,506920,0.75
"215",2018-12-17 12:05:34,29.1,4000,510920,0.25
"214",2018-12-17 12:06:29,29.1,280,511200,0.02
"213",2018-12-17 12:07:15,29.1,70,511270,0
"212",2018-12-17 12:07:30,29.1,140,511410,0.01
"211",2018-12-17 12:08:03,29.15,190,511600,0.01
"210",2018-12-17 12:08:07,29.15,100,511700,0.01
"209",2018-12-17 12:08:20,29.15,5000,516700,0.31
"208",2018-12-17 12:08:29,29.15,110,516810,0.01
"207",2018-12-17 12:08:41,29.1,100,516910,0.01
"206",2018-12-17 12:10:46,29.15,16330,533240,1.02
"205",2018-12-17 12:11:32,29.15,2000,535240,0.12
"204",2018-12-17 12:13:54,29.2,40,535280,0
"203",2018-12-17 12:14:58,29.2,50000,585280,3.12
"202",2018-12-17 12:17:34,29.2,12510,597790,0.78
"201",2018-12-17 12:17:40,29.2,4130,601920,0.26
"200",2018-12-17 12:17:45,29.2,1510,603430,0.09
"199",2018-12-17 12:18:16,29.2,4530,607960,0.28
"198",2018-12-17 12:20:48,29.2,1000,608960,0.06
"197",2018-12-17 12:21:12,29.2,1390,610350,0.09
"196",2018-12-17 12:22:04,29.15,20,610370,0
"195",2018-12-17 12:26:41,29.15,2090,612460,0.13
"194",2018-12-17 12:26:44,29.15,1000,613460,0.06
"193",2018-12-17 12:28:14,29.2,2000,615460,0.12
"192",2018-12-17 14:01:26,29.15,7000,622460,0.44
"191",2018-12-17 14:06:11,29.15,1000,623460,0.06
"190",2018-12-17 14:06:17,29.15,2000,625460,0.12
"189",2018-12-17 14:08:18,29.15,200,625660,0.01
"188",2018-12-17 14:08:49,29.15,500,626160,0.03
"187",2018-12-17 14:09:00,29.15,400,626560,0.02
"186",2018-12-17 14:09:11,29.15,4500,631060,0.28
"185",2018-12-17 14:09:20,29.15,1440,632500,0.09
"184",2018-12-17 14:09:46,29.15,1000,633500,0.06
"183",2018-12-17 14:09:57,29.15,2000,635500,0.12
"182",2018-12-17 14:10:00,29.15,3240,638740,0.2
"181",2018-12-17 14:10:20,29.15,50,638790,0
"180",2018-12-17 14:10:38,29.15,1510,640300,0.09
"179",2018-12-17 14:11:52,29.15,1000,641300,0.06
"178",2018-12-17 14:11:56,29.15,3490,644790,0.22
"177",2018-12-17 14:12:08,29.15,120,644910,0.01
"176",2018-12-17 14:13:00,29.15,4000,648910,0.25
"175",2018-12-17 14:13:08,29.15,1000,649910,0.06
"174",2018-12-17 14:13:22,29.15,1500,651410,0.09
"173",2018-12-17 14:13:43,29.15,700,652110,0.04
"172",2018-12-17 14:13:47,29.15,1000,653110,0.06
"171",2018-12-17 14:14:11,29.15,6000,659110,0.37
"170",2018-12-17 14:14:31,29.15,150,659260,0.01
"169",2018-12-17 14:14:34,29.15,1400,660660,0.09
"168",2018-12-17 14:15:04,29.1,20000,680660,1.25
"167",2018-12-17 14:15:31,29.1,3100,683760,0.19
"166",2018-12-17 14:16:11,29.1,500,684260,0.03
"165",2018-12-17 14:16:45,29.1,7940,692200,0.49
"164",2018-12-17 14:16:48,29.05,870,693070,0.05
"163",2018-12-17 14:17:18,29.05,3000,696070,0.19
"162",2018-12-17 14:17:48,29.1,100,696170,0.01
"161",2018-12-17 14:18:42,29.05,500,696670,0.03
"160",2018-12-17 14:18:46,29.05,1000,697670,0.06
"159",2018-12-17 14:19:31,29.05,2200,699870,0.14
"158",2018-12-17 14:19:47,29.05,50,699920,0
"157",2018-12-17 14:20:10,29.05,10000,709920,0.62
"156",2018-12-17 14:20:41,29.05,3000,712920,0.19
"155",2018-12-17 14:20:42,29.05,100,713020,0.01
"154",2018-12-17 14:21:21,29.05,780,713800,0.05
"153",2018-12-17 14:21:30,29,500,714300,0.03
"152",2018-12-17 14:21:39,29.05,1220,715520,0.08
"151",2018-12-17 14:22:11,29.05,1000,716520,0.06
"150",2018-12-17 14:24:10,29.05,4000,720520,0.25
"149",2018-12-17 14:24:37,29.05,500,721020,0.03
"148",2018-12-17 14:24:51,29.05,1000,722020,0.06
"147",2018-12-17 14:25:03,29.05,11280,733300,0.7
"146",2018-12-17 14:25:12,29.05,80,733380,0
"145",2018-12-17 14:25:43,29,3000,736380,0.19
"144",2018-12-17 14:25:57,29.05,3640,740020,0.23
"143",2018-12-17 14:26:03,29,1960,741980,0.12
"142",2018-12-17 14:26:04,29.1,140,742120,0.01
"141",2018-12-17 14:26:37,29,2600,744720,0.16
"140",2018-12-17 14:26:54,29,470,745190,0.03
"139",2018-12-17 14:27:07,29,1000,746190,0.06
"138",2018-12-17 14:27:41,29,9060,755250,0.56
"137",2018-12-17 14:27:52,29.05,5000,760250,0.31
"136",2018-12-17 14:27:56,29,500,760750,0.03
"135",2018-12-17 14:28:57,29,10000,770750,0.62
"134",2018-12-17 14:29:14,29,30,770780,0
"133",2018-12-17 14:30:01,29,60,770840,0
"132",2018-12-17 14:30:03,29,4000,774840,0.25
"131",2018-12-17 14:30:15,29,190,775030,0.01
"130",2018-12-17 14:30:40,29.05,50,775080,0
"129",2018-12-17 14:31:29,29.05,4000,779080,0.25
"128",2018-12-17 14:32:53,29.05,10,779090,0
"127",2018-12-17 14:33:55,29,40,779130,0
"126",2018-12-17 14:34:51,29,11000,790130,0.69
"125",2018-12-17 14:36:23,29.05,1000,791130,0.06
"124",2018-12-17 14:37:41,29,3000,794130,0.19
"123",2018-12-17 14:38:22,29,280,794410,0.02
"122",2018-12-17 14:39:15,29,30,794440,0
"121",2018-12-17 14:39:21,29,4860,799300,0.3
"120",2018-12-17 14:39:40,29,34130,833430,2.13
"119",2018-12-17 14:39:58,28.95,5700,839130,0.36
"118",2018-12-17 14:40:11,28.95,400,839530,0.02
"117",2018-12-17 14:40:16,28.95,5000,844530,0.31
"116",2018-12-17 14:41:00,28.95,20,844550,0
"115",2018-12-17 14:41:53,28.95,100,844650,0.01
"114",2018-12-17 14:41:55,28.95,400,845050,0.02
"113",2018-12-17 14:42:10,28.95,20,845070,0
"112",2018-12-17 14:42:15,28.95,5000,850070,0.31
"111",2018-12-17 14:42:30,28.95,1000,851070,0.06
"110",2018-12-17 14:42:37,28.95,2000,853070,0.12
"109",2018-12-17 14:43:16,28.95,1000,854070,0.06
"108",2018-12-17 14:43:17,28.95,500,854570,0.03
"107",2018-12-17 14:44:01,29,10000,864570,0.62
"106",2018-12-17 14:44:17,28.95,2000,866570,0.12
"105",2018-12-17 14:44:58,28.95,930,867500,0.06
"104",2018-12-17 14:45:29,28.95,20440,887940,1.27
"103",2018-12-17 14:45:32,28.95,6000,893940,0.37
"102",2018-12-17 14:45:40,28.95,8000,901940,0.5
"101",2018-12-17 14:45:42,28.95,1000,902940,0.06
"100",2018-12-17 14:46:03,28.9,1400,904340,0.09
"99",2018-12-17 14:46:24,28.9,2000,906340,0.12
"98",2018-12-17 14:47:14,28.95,7000,913340,0.44
"97",2018-12-17 14:49:00,28.95,6140,919480,0.38
"96",2018-12-17 14:49:05,28.95,1000,920480,0.06
"95",2018-12-17 14:49:18,28.95,3000,923480,0.19
"94",2018-12-17 14:49:22,28.95,3000,926480,0.19
"93",2018-12-17 14:49:24,28.95,8420,934900,0.52
"92",2018-12-17 14:52:09,29,200,935100,0.01
"91",2018-12-17 14:52:14,28.95,1000,936100,0.06
"90",2018-12-17 14:54:13,28.95,11000,947100,0.69
"89",2018-12-17 14:55:01,28.95,5000,952100,0.31
"88",2018-12-17 14:55:10,29,30650,982750,1.91
"87",2018-12-17 14:55:29,28.95,1000,983750,0.06
"86",2018-12-17 14:55:50,29.05,6770,990520,0.42
"85",2018-12-17 14:57:04,29.05,1000,991520,0.06
"84",2018-12-17 14:58:55,29.05,50,991570,0
"83",2018-12-17 14:59:47,29.1,2000,993570,0.12
"82",2018-12-17 15:00:04,29.1,1000,994570,0.06
"81",2018-12-17 15:00:39,29.1,2000,996570,0.12
"80",2018-12-17 15:00:47,29.1,100,996670,0.01
"79",2018-12-17 15:00:50,29.15,500,997170,0.03
"78",2018-12-17 15:04:40,29.15,2000,999170,0.12
"77",2018-12-17 15:06:26,29.15,1180,1000350,0.07
"76",2018-12-17 15:06:33,29.1,4840,1005190,0.3
"75",2018-12-17 15:06:34,29.1,3000,1008190,0.19
"74",2018-12-17 15:06:43,29.1,2160,1010350,0.13
"73",2018-12-17 15:07:00,29.1,840,1011190,0.05
"72",2018-12-17 15:07:14,29.1,500,1011690,0.03
"71",2018-12-17 15:07:53,29.1,5000,1016690,0.31
"70",2018-12-17 15:08:05,29.1,3190,1019880,0.2
"69",2018-12-17 15:09:41,29.1,1820,1021700,0.11
"68",2018-12-17 15:09:49,29.05,4000,1025700,0.25
"67",2018-12-17 15:10:04,29.05,46680,1072380,2.91
"66",2018-12-17 15:10:14,29.05,3320,1075700,0.21
"65",2018-12-17 15:10:27,29.05,3000,1078700,0.19
"64",2018-12-17 15:13:09,29.05,5000,1083700,0.31
"63",2018-12-17 15:15:12,29,20000,1103700,1.25
"62",2018-12-17 15:15:23,29.05,1500,1105200,0.09
"61",2018-12-17 15:15:28,29.05,1000,1106200,0.06
"60",2018-12-17 15:16:09,29.05,2500,1108700,0.16
"59",2018-12-17 15:16:39,29.05,200,1108900,0.01
"58",2018-12-17 15:17:09,29.05,1300,1110200,0.08
"57",2018-12-17 15:17:36,29.05,5000,1115200,0.31
"56",2018-12-17 15:17:43,29.05,3900,1119100,0.24
"55",2018-12-17 15:17:54,29,1000,1120100,0.06
"54",2018-12-17 15:18:06,29,2000,1122100,0.12
"53",2018-12-17 15:18:19,29,110,1122210,0.01
"52",2018-12-17 15:18:26,29.05,2000,1124210,0.12
"51",2018-12-17 15:18:39,29,7900,1132110,0.49
"50",2018-12-17 15:18:40,29.05,2950,1135060,0.18
"49",2018-12-17 15:18:43,29.05,1650,1136710,0.1
"48",2018-12-17 15:18:59,29.05,400,1137110,0.02
"47",2018-12-17 15:19:01,29.05,620,1137730,0.04
"46",2018-12-17 15:19:24,29,2800,1140530,0.17
"45",2018-12-17 15:19:26,29,100,1140630,0.01
"44",2018-12-17 15:19:44,29,10000,1150630,0.62
"43",2018-12-17 15:20:09,29,1000,1151630,0.06
"42",2018-12-17 15:20:22,29,5000,1156630,0.31
"41",2018-12-17 15:20:43,29,1000,1157630,0.06
"40",2018-12-17 15:20:59,28.95,2500,1160130,0.16
"39",2018-12-17 15:21:14,28.95,9950,1170080,0.62
"38",2018-12-17 15:21:16,29,1000,1171080,0.06
"37",2018-12-17 15:21:33,29,3000,1174080,0.19
"36",2018-12-17 15:21:49,28.9,70800,1244880,4.41
"35",2018-12-17 15:21:54,28.85,170,1245050,0.01
"34",2018-12-17 15:21:56,28.85,30,1245080,0
"33",2018-12-17 15:21:59,28.9,7000,1252080,0.44
"32",2018-12-17 15:22:17,28.9,2000,1254080,0.12
"31",2018-12-17 15:23:08,28.9,10,1254090,0
"30",2018-12-17 15:23:24,28.85,3000,1257090,0.19
"29",2018-12-17 15:23:59,28.85,20,1257110,0
"28",2018-12-17 15:24:13,28.85,5000,1262110,0.31
"27",2018-12-17 15:24:35,28.85,8480,1270590,0.53
"26",2018-12-17 15:24:45,28.9,4400,1274990,0.27
"25",2018-12-17 15:24:46,28.8,200,1275190,0.01
"24",2018-12-17 15:24:57,28.8,20000,1295190,1.25
"23",2018-12-17 15:25:06,28.8,3500,1298690,0.22
"22",2018-12-17 15:25:31,28.8,1700,1300390,0.11
"21",2018-12-17 15:26:15,28.8,500,1300890,0.03
"20",2018-12-17 15:26:19,28.8,440,1301330,0.03
"19",2018-12-17 15:26:22,28.85,400,1301730,0.02
"18",2018-12-17 15:26:25,28.9,20220,1321950,1.26
"17",2018-12-17 15:26:33,28.9,100,1322050,0.01
"16",2018-12-17 15:27:19,28.85,10100,1332150,0.63
"15",2018-12-17 15:27:25,28.8,1000,1333150,0.06
"14",2018-12-17 15:27:42,28.85,70,1333220,0
"13",2018-12-17 15:27:45,28.85,2730,1335950,0.17
"12",2018-12-17 15:27:52,28.8,1320,1337270,0.08
"11",2018-12-17 15:27:56,28.8,11950,1349220,0.74
"10",2018-12-17 15:28:00,28.8,100,1349320,0.01
"9",2018-12-17 15:28:14,28.7,250,1349570,0.02
"8",2018-12-17 15:28:37,28.7,4500,1354070,0.28
"7",2018-12-17 15:28:41,28.7,10000,1364070,0.62
"6",2018-12-17 15:28:53,28.7,500,1364570,0.03
"5",2018-12-17 15:29:22,28.8,10000,1374570,0.62
"4",2018-12-17 15:29:33,28.7,4110,1378680,0.26
"3",2018-12-17 15:29:38,28.7,100,1378780,0.01
"2",2018-12-17 15:29:57,28.7,10,1378790,0
"1",2018-12-17 15:47:13,28.55,225830,1604620,14.07
"546",2018-12-18 10:15:44,27.8,130500,130500,6.61
"545",2018-12-18 10:15:51,28,300,130800,0.02
"544",2018-12-18 10:15:53,27.8,5000,135800,0.25
"543",2018-12-18 10:16:03,28,10200,146000,0.52
"542",2018-12-18 10:16:10,27.85,20000,166000,1.01
"541",2018-12-18 10:16:15,28,19520,185520,0.99
"540",2018-12-18 10:16:31,28.2,8000,193520,0.4
"539",2018-12-18 10:16:40,28,3000,196520,0.15
"538",2018-12-18 10:17:05,28,2000,198520,0.1
"537",2018-12-18 10:17:20,28.1,10,198530,0
"536",2018-12-18 10:17:24,28.1,9990,208520,0.51
"535",2018-12-18 10:17:48,28.1,110,208630,0.01
"534",2018-12-18 10:17:52,28.1,700,209330,0.04
"533",2018-12-18 10:18:02,28.5,125010,334340,6.33
"532",2018-12-18 10:18:09,28.5,11100,345440,0.56
"531",2018-12-18 10:18:15,28.5,350,345790,0.02
"530",2018-12-18 10:18:51,28.1,50,345840,0
"529",2018-12-18 10:18:58,28.1,8750,354590,0.44
"528",2018-12-18 10:19:12,28.1,20,354610,0
"527",2018-12-18 10:19:16,28.1,100,354710,0.01
"526",2018-12-18 10:19:17,28.1,200,354910,0.01
"525",2018-12-18 10:19:22,28.1,2280,357190,0.12
"524",2018-12-18 10:19:23,28.1,2450,359640,0.12
"523",2018-12-18 10:19:43,28.2,20,359660,0
"522",2018-12-18 10:19:49,28.2,1000,360660,0.05
"521",2018-12-18 10:20:23,28.2,1010,361670,0.05
"520",2018-12-18 10:20:37,28.1,8000,369670,0.4
"519",2018-12-18 10:20:40,28.1,2000,371670,0.1
"518",2018-12-18 10:20:54,28.2,50,371720,0
"517",2018-12-18 10:21:29,28.2,1000,372720,0.05
"516",2018-12-18 10:21:32,28.2,500,373220,0.03
"515",2018-12-18 10:22:11,28.15,250,373470,0.01
"514",2018-12-18 10:22:27,28.2,1000,374470,0.05
"513",2018-12-18 10:22:32,28.15,800,375270,0.04
"512",2018-12-18 10:22:47,28.2,500,375770,0.03
"511",2018-12-18 10:23:02,28.15,200,375970,0.01
"510",2018-12-18 10:23:06,28.2,150,376120,0.01
"509",2018-12-18 10:23:43,28.2,3000,379120,0.15
"508",2018-12-18 10:23:48,28.15,1230,380350,0.06
"507",2018-12-18 10:23:53,28.15,1000,381350,0.05
"506",2018-12-18 10:23:56,28.2,5070,386420,0.26
"505",2018-12-18 10:24:18,28.2,10,386430,0
"504",2018-12-18 10:24:32,28.2,2000,388430,0.1
"503",2018-12-18 10:24:37,28.2,70,388500,0
"502",2018-12-18 10:24:39,28.2,3810,392310,0.19
"501",2018-12-18 10:24:40,28.2,2810,395120,0.14
"500",2018-12-18 10:25:03,28.2,3290,398410,0.17
"499",2018-12-18 10:25:25,28.2,1710,400120,0.09
"498",2018-12-18 10:25:51,28.25,4000,404120,0.2
"497",2018-12-18 10:26:40,28.3,1000,405120,0.05
"496",2018-12-18 10:26:46,28.3,250,405370,0.01
"495",2018-12-18 10:26:47,28.25,2000,407370,0.1
"494",2018-12-18 10:26:51,28.3,4150,411520,0.21
"493",2018-12-18 10:27:00,28.3,500,412020,0.03
"492",2018-12-18 10:27:06,28.3,350,412370,0.02
"491",2018-12-18 10:27:18,28.25,100,412470,0.01
"490",2018-12-18 10:27:23,28.25,9100,421570,0.46
"489",2018-12-18 10:27:25,28.25,900,422470,0.05
"488",2018-12-18 10:27:45,28.25,100,422570,0.01
"487",2018-12-18 10:27:51,28.3,2000,424570,0.1
"486",2018-12-18 10:28:07,28.25,50,424620,0
"485",2018-12-18 10:28:18,28.25,750,425370,0.04
"484",2018-12-18 10:28:38,28.25,1750,427120,0.09
"483",2018-12-18 10:29:05,28.25,30,427150,0
"482",2018-12-18 10:29:12,28.2,900,428050,0.05
"481",2018-12-18 10:29:25,28.25,500,428550,0.03
"480",2018-12-18 10:30:05,28.2,20,428570,0
"479",2018-12-18 10:30:20,28.2,1400,429970,0.07
"478",2018-12-18 10:30:27,28.2,10000,439970,0.51
"477",2018-12-18 10:30:38,28.2,7120,447090,0.36
"476",2018-12-18 10:30:44,28.2,3580,450670,0.18
"475",2018-12-18 10:30:55,28.2,500,451170,0.03
"474",2018-12-18 10:31:30,28.25,2000,453170,0.1
"473",2018-12-18 10:31:53,28.25,200,453370,0.01
"472",2018-12-18 10:31:57,28.25,20,453390,0
"471",2018-12-18 10:32:56,28.25,360,453750,0.02
"470",2018-12-18 10:33:07,28.3,20,453770,0
"469",2018-12-18 10:34:00,28.25,1000,454770,0.05
"468",2018-12-18 10:34:02,28.3,20,454790,0
"467",2018-12-18 10:34:04,28.25,1070,455860,0.05
"466",2018-12-18 10:34:08,28.25,280,456140,0.01
"465",2018-12-18 10:34:29,28.3,800,456940,0.04
"464",2018-12-18 10:34:30,28.25,370,457310,0.02
"463",2018-12-18 10:34:46,28.25,1890,459200,0.1
"462",2018-12-18 10:34:51,28.2,10,459210,0
"461",2018-12-18 10:35:10,28.25,1000,460210,0.05
"460",2018-12-18 10:36:14,28.2,10000,470210,0.51
"459",2018-12-18 10:36:22,28.25,200,470410,0.01
"458",2018-12-18 10:37:11,28.25,5000,475410,0.25
"457",2018-12-18 10:37:13,28.25,790,476200,0.04
"456",2018-12-18 10:37:15,28.2,1000,477200,0.05
"455",2018-12-18 10:37:26,28.25,500,477700,0.03
"454",2018-12-18 10:37:42,28.25,2000,479700,0.1
"453",2018-12-18 10:37:48,28.2,170,479870,0.01
"452",2018-12-18 10:37:56,28.25,7620,487490,0.39
"451",2018-12-18 10:38:08,28.3,7800,495290,0.39
"450",2018-12-18 10:38:09,28.25,600,495890,0.03
"449",2018-12-18 10:38:28,28.25,8190,504080,0.41
"448",2018-12-18 10:38:40,28.25,2000,506080,0.1
"447",2018-12-18 10:41:07,28.3,10,506090,0
