"","Time","Price","Size","cum_volume","ppt"
"675",2018-12-24 15:22:01,27.15,50,1326520,0
"665",2018-12-24 15:22:02,27.15,1000,1327520,0.05
"655",2018-12-24 15:22:06,27.15,780,1328300,0.04
"645",2018-12-24 15:22:11,27.15,20,1328320,0
"635",2018-12-24 15:22:15,27.15,50,1328370,0
"625",2018-12-24 15:22:24,27.15,1000,1329370,0.05
"618",2018-12-24 15:22:32,27.15,40,1329410,0
"605",2018-12-24 15:22:34,27.15,20,1329430,0
"595",2018-12-24 15:22:35,27.15,600,1330030,0.03
"585",2018-12-24 15:22:36,27.15,1000,1331030,0.05
"575",2018-12-24 15:22:52,27.15,20,1331050,0
"565",2018-12-24 15:22:54,27.15,40,1331090,0
"557",2018-12-24 15:23:01,27.15,1020,1332110,0.05
"5412",2018-12-24 15:23:05,27.15,5000,1337110,0.24
"5314",2018-12-24 15:23:09,27.15,1290,1338400,0.06
"5214",2018-12-24 15:23:17,27.2,100,1338500,0
"5114",2018-12-24 15:23:18,27.05,57790,1396290,2.77
"5014",2018-12-24 15:23:52,27.15,10,1396300,0
"4915",2018-12-24 15:23:53,27,60000,1456300,2.87
"4815",2018-12-24 15:23:59,27.2,490,1456790,0.02
"4715",2018-12-24 15:24:04,27.15,5000,1461790,0.24
"4615",2018-12-24 15:24:35,27.15,2000,1463790,0.1
"4515",2018-12-24 15:24:36,27.2,10,1463800,0
"4415",2018-12-24 15:24:37,27,230910,1694710,11.06
"4315",2018-12-24 15:24:40,27,200,1694910,0.01
"4215",2018-12-24 15:24:47,27,5000,1699910,0.24
"4115",2018-12-24 15:24:53,26.9,400,1700310,0.02
"4015",2018-12-24 15:24:56,27,610,1700920,0.03
"3915",2018-12-24 15:24:58,27,500,1701420,0.02
"3816",2018-12-24 15:25:01,26.9,1600,1703020,0.08
"3717",2018-12-24 15:25:02,27,100,1703120,0
"3617",2018-12-24 15:25:11,27,3100,1706220,0.15
"3517",2018-12-24 15:25:14,27,2700,1708920,0.13
"3418",2018-12-24 15:25:21,27,30,1708950,0
"3318",2018-12-24 15:25:22,27,100,1709050,0
"3218",2018-12-24 15:25:33,27,15000,1724050,0.72
"3118",2018-12-24 15:25:39,26.9,10,1724060,0
"3019",2018-12-24 15:25:43,27,7450,1731510,0.36
"2919",2018-12-24 15:25:57,27.15,1000,1732510,0.05
"2819",2018-12-24 15:26:05,27.15,2000,1734510,0.1
"2719",2018-12-24 15:26:47,27.15,80,1734590,0
"2619",2018-12-24 15:26:50,27.2,20,1734610,0
"2519",2018-12-24 15:26:51,27.2,500,1735110,0.02
"2419",2018-12-24 15:26:53,27.2,9110,1744220,0.44
"2319",2018-12-24 15:26:55,27.15,10000,1754220,0.48
"2219",2018-12-24 15:27:00,27.15,2360,1756580,0.11
"2119",2018-12-24 15:27:06,27.15,500,1757080,0.02
"2019",2018-12-24 15:27:11,27.15,100,1757180,0
"1919",2018-12-24 15:27:16,27.35,11870,1769050,0.57
"1819",2018-12-24 15:27:24,27.35,1450,1770500,0.07
"1719",2018-12-24 15:27:33,27.35,1000,1771500,0.05
"1619",2018-12-24 15:27:41,27.35,400,1771900,0.02
"1519",2018-12-24 15:28:02,27.4,10,1771910,0
"1419",2018-12-24 15:28:16,27.4,1000,1772910,0.05
"1319",2018-12-24 15:28:21,27.5,20000,1792910,0.96
"1219",2018-12-24 15:28:40,27.4,1000,1793910,0.05
"1119",2018-12-24 15:29:03,27.4,1130,1795040,0.05
"1019",2018-12-24 15:29:05,27.35,5000,1800040,0.24
"919",2018-12-24 15:29:06,27.4,870,1800910,0.04
"819",2018-12-24 15:29:11,27.35,5000,1805910,0.24
"719",2018-12-24 15:29:24,27.35,2000,1807910,0.1
"619",2018-12-24 15:29:30,27.35,2170,1810080,0.1
"558",2018-12-24 15:29:40,27.3,400,1810480,0.02
"4105",2018-12-24 15:29:41,27.3,20,1810500,0
"3108",2018-12-24 15:29:51,27.5,10000,1820500,0.48
"2109",2018-12-24 15:30:12,27.5,3390,1823890,0.16
"1109",2018-12-24 15:46:30,27,263690,2087580,12.63
"900",2018-12-25 10:15:30,26.45,44610,44610,1.59
"899",2018-12-25 10:15:38,26.5,1390,46000,0.05
"898",2018-12-25 10:16:07,26.45,340,46340,0.01
"897",2018-12-25 10:16:43,26.45,1000,47340,0.04
"896",2018-12-25 10:16:53,26.5,100,47440,0
"8951",2018-12-25 10:16:57,26.45,3000,50440,0.11
"8941",2018-12-25 10:16:59,26.45,6310,56750,0.23
"8931",2018-12-25 10:17:04,26.45,100,56850,0
"8921",2018-12-25 10:17:17,26.45,2420,59270,0.09
"8911",2018-12-25 10:17:19,26.45,100,59370,0
"890",2018-12-25 10:17:28,26.45,200,59570,0.01
"889",2018-12-25 10:17:33,26.45,1000,60570,0.04
"888",2018-12-25 10:17:50,26.45,100,60670,0
"887",2018-12-25 10:18:01,26.4,10000,70670,0.36
"886",2018-12-25 10:18:11,26.4,450,71120,0.02
"8851",2018-12-25 10:18:21,26.45,2000,73120,0.07
"8841",2018-12-25 10:18:29,26.4,8510,81630,0.3
"8831",2018-12-25 10:18:37,26.4,500,82130,0.02
"8821",2018-12-25 10:18:39,26.4,200,82330,0.01
"8811",2018-12-25 10:18:45,26.4,20,82350,0
"880",2018-12-25 10:19:24,26.4,200,82550,0.01
"879",2018-12-25 10:19:28,26.4,500,83050,0.02
"878",2018-12-25 10:19:34,26.4,1500,84550,0.05
"877",2018-12-25 10:19:41,26.4,40,84590,0
"876",2018-12-25 10:19:49,26.4,5000,89590,0.18
"8751",2018-12-25 10:19:51,26.4,200,89790,0.01
"8741",2018-12-25 10:20:01,26.4,500,90290,0.02
"8731",2018-12-25 10:20:16,26.3,20000,110290,0.71
"8721",2018-12-25 10:20:18,26.4,50,110340,0
"8711",2018-12-25 10:21:37,26.4,4500,114840,0.16
"870",2018-12-25 10:21:56,26.4,1700,116540,0.06
"869",2018-12-25 10:22:00,26.4,800,117340,0.03
"868",2018-12-25 10:22:08,26.4,1050,118390,0.04
"867",2018-12-25 10:22:15,26.4,2370,120760,0.08
"866",2018-12-25 10:22:18,26.4,150,120910,0.01
"8651",2018-12-25 10:22:22,26.4,40,120950,0
"8641",2018-12-25 10:22:37,26.35,10000,130950,0.36
"8631",2018-12-25 10:22:38,26.4,20,130970,0
"8621",2018-12-25 10:23:00,26.35,100,131070,0
"8611",2018-12-25 10:23:01,26.4,3000,134070,0.11
"860",2018-12-25 10:23:15,26.4,2370,136440,0.08
"859",2018-12-25 10:23:17,26.35,3930,140370,0.14
"858",2018-12-25 10:23:33,26.35,1000,141370,0.04
"857",2018-12-25 10:23:40,26.35,70,141440,0
"856",2018-12-25 10:24:14,26.35,6030,147470,0.22
"8551",2018-12-25 10:24:22,26.35,10,147480,0
"8541",2018-12-25 10:24:25,26.35,2370,149850,0.08
"8531",2018-12-25 10:24:32,26.35,100,149950,0
"8521",2018-12-25 10:24:34,26.35,500,150450,0.02
"8511",2018-12-25 10:24:36,26.35,50,150500,0
"850",2018-12-25 10:25:01,26.35,100,150600,0
"849",2018-12-25 10:25:02,26.35,1640,152240,0.06
"848",2018-12-25 10:25:07,26.4,70,152310,0
"847",2018-12-25 10:25:42,26.35,1300,153610,0.05
"846",2018-12-25 10:25:53,26.35,1000,154610,0.04
"8451",2018-12-25 10:26:14,26.35,5000,159610,0.18
"8441",2018-12-25 10:26:28,26.35,6700,166310,0.24
"8431",2018-12-25 10:26:39,26.35,400,166710,0.01
"8421",2018-12-25 10:27:33,26.35,7320,174030,0.26
"8411",2018-12-25 10:27:35,26.35,90,174120,0
"840",2018-12-25 10:27:38,26.3,21380,195500,0.76
"839",2018-12-25 10:28:01,26.35,800,196300,0.03
"838",2018-12-25 10:28:13,26.3,2000,198300,0.07
"837",2018-12-25 10:28:22,26.3,5490,203790,0.2
"836",2018-12-25 10:28:42,26.3,100,203890,0
"8351",2018-12-25 10:28:50,26.3,300,204190,0.01
"8341",2018-12-25 10:29:00,26.3,500,204690,0.02
"8331",2018-12-25 10:29:14,26.3,5000,209690,0.18
"8321",2018-12-25 10:29:18,26.3,100,209790,0
"8311",2018-12-25 10:29:19,26.25,20,209810,0
"830",2018-12-25 10:29:39,26.3,100,209910,0
"829",2018-12-25 10:29:56,26.3,2000,211910,0.07
"828",2018-12-25 10:29:59,26.3,1000,212910,0.04
"827",2018-12-25 10:30:07,26.3,3560,216470,0.13
"826",2018-12-25 10:30:14,26.3,400,216870,0.01
"8251",2018-12-25 10:30:31,26.3,2000,218870,0.07
"8241",2018-12-25 10:30:37,26.3,500,219370,0.02
"8231",2018-12-25 10:30:44,26.3,2000,221370,0.07
"8221",2018-12-25 10:30:45,26.3,30,221400,0
"8211",2018-12-25 10:30:52,26.3,50,221450,0
"820",2018-12-25 10:31:30,26.3,1000,222450,0.04
"8191",2018-12-25 10:31:33,26.25,300,222750,0.01
"8181",2018-12-25 10:32:17,26.3,50,222800,0
"8171",2018-12-25 10:32:25,26.3,700,223500,0.02
"8161",2018-12-25 10:32:37,26.3,50,223550,0
"8151",2018-12-25 10:32:39,26.3,10,223560,0
"8141",2018-12-25 10:32:55,26.25,1000,224560,0.04
"8131",2018-12-25 10:33:19,26.3,20,224580,0
"8121",2018-12-25 10:33:42,26.3,30,224610,0
"8111",2018-12-25 10:33:47,26.3,2000,226610,0.07
"8101",2018-12-25 10:33:54,26.3,1500,228110,0.05
"809",2018-12-25 10:33:56,26.3,1000,229110,0.04
"808",2018-12-25 10:33:58,26.3,20,229130,0
"807",2018-12-25 10:34:00,26.3,1000,230130,0.04
"806",2018-12-25 10:34:21,26.3,3560,233690,0.13
"8051",2018-12-25 10:34:29,26.3,20,233710,0
"8041",2018-12-25 10:34:36,26.25,1500,235210,0.05
"8031",2018-12-25 10:34:50,26.3,500,235710,0.02
"8021",2018-12-25 10:35:09,26.3,10,235720,0
"8011",2018-12-25 10:35:15,26.25,25820,261540,0.92
"800",2018-12-25 10:35:18,26.2,500,262040,0.02
"799",2018-12-25 10:35:46,26.25,2000,264040,0.07
"798",2018-12-25 10:35:47,26.25,100,264140,0
"797",2018-12-25 10:35:54,26.2,500,264640,0.02
"796",2018-12-25 10:36:10,26.2,130,264770,0
"7951",2018-12-25 10:36:11,26.2,2000,266770,0.07
"7941",2018-12-25 10:36:19,26.25,9000,275770,0.32
"7931",2018-12-25 10:36:23,26.25,1000,276770,0.04
"7921",2018-12-25 10:36:26,26.25,2080,278850,0.07
"7911",2018-12-25 10:36:44,26.25,1500,280350,0.05
"790",2018-12-25 10:37:08,26.3,460,280810,0.02
"789",2018-12-25 10:37:10,26.3,20,280830,0
"788",2018-12-25 10:37:12,26.25,4000,284830,0.14
"787",2018-12-25 10:37:39,26.25,290,285120,0.01
"786",2018-12-25 10:37:43,26.3,10000,295120,0.36
"7851",2018-12-25 10:38:03,26.3,20,295140,0
"7841",2018-12-25 10:38:34,26.3,3560,298700,0.13
"7831",2018-12-25 10:38:36,26.3,5000,303700,0.18
"7821",2018-12-25 10:38:41,26.3,2000,305700,0.07
"7811",2018-12-25 10:38:49,26.25,1000,306700,0.04
"780",2018-12-25 10:38:55,26.3,20000,326700,0.71
"779",2018-12-25 10:39:05,26.3,1050,327750,0.04
"778",2018-12-25 10:39:16,26.3,20,327770,0
"777",2018-12-25 10:39:17,26.3,30,327800,0
"776",2018-12-25 10:39:21,26.3,2530,330330,0.09
"7751",2018-12-25 10:39:30,26.3,390,330720,0.01
"7741",2018-12-25 10:39:32,26.3,500,331220,0.02
"7731",2018-12-25 10:39:42,26.3,20,331240,0
"7721",2018-12-25 10:39:49,26.3,30,331270,0
"7711",2018-12-25 10:39:59,26.3,100,331370,0
"770",2018-12-25 10:40:13,26.3,10,331380,0
"769",2018-12-25 10:40:17,26.3,500,331880,0.02
"768",2018-12-25 10:40:18,26.3,5000,336880,0.18
"767",2018-12-25 10:40:29,26.3,700,337580,0.02
"766",2018-12-25 10:40:30,26.3,2000,339580,0.07
"7651",2018-12-25 10:40:39,26.3,4240,343820,0.15
"7641",2018-12-25 10:40:59,26.3,9710,353530,0.35
"7631",2018-12-25 10:41:04,26.3,100,353630,0
"7621",2018-12-25 10:41:13,26.3,190,353820,0.01
"7611",2018-12-25 10:41:53,26.35,500,354320,0.02
"760",2018-12-25 10:42:19,26.4,1300,355620,0.05
"759",2018-12-25 10:42:25,26.35,200,355820,0.01
"758",2018-12-25 10:42:40,26.4,3000,358820,0.11
"757",2018-12-25 10:42:47,26.4,3560,362380,0.13
"756",2018-12-25 10:42:57,26.4,4000,366380,0.14
"7551",2018-12-25 10:43:02,26.4,100,366480,0
"7541",2018-12-25 10:43:42,26.4,9530,376010,0.34
"7531",2018-12-25 10:44:06,26.4,2000,378010,0.07
"7521",2018-12-25 10:44:26,26.4,240,378250,0.01
"7511",2018-12-25 10:44:33,26.4,1860,380110,0.07
"750",2018-12-25 10:45:06,26.45,2000,382110,0.07
"749",2018-12-25 10:45:54,26.45,50,382160,0
"748",2018-12-25 10:46:03,26.45,2000,384160,0.07
"747",2018-12-25 10:46:11,26.45,150,384310,0.01
"746",2018-12-25 10:46:46,26.45,1000,385310,0.04
"7451",2018-12-25 10:46:50,26.45,500,385810,0.02
"7441",2018-12-25 10:46:53,26.45,1000,386810,0.04
"7431",2018-12-25 10:47:00,26.45,30,386840,0
"7421",2018-12-25 10:47:01,26.45,3560,390400,0.13
"7411",2018-12-25 10:47:16,26.45,2000,392400,0.07
"740",2018-12-25 10:47:25,26.45,30,392430,0
"739",2018-12-25 10:47:33,26.45,10,392440,0
"738",2018-12-25 10:48:40,26.45,600,393040,0.02
"737",2018-12-25 10:48:58,26.45,50,393090,0
"736",2018-12-25 10:48:59,26.45,30,393120,0
"7351",2018-12-25 10:49:07,26.45,3560,396680,0.13
"7341",2018-12-25 10:49:12,26.45,50,396730,0
"7331",2018-12-25 10:49:25,26.45,1000,397730,0.04
"7321",2018-12-25 10:49:34,26.45,10000,407730,0.36
"7311",2018-12-25 10:49:36,26.45,1000,408730,0.04
"730",2018-12-25 10:50:49,26.45,5000,413730,0.18
"729",2018-12-25 10:50:54,26.4,10,413740,0
"728",2018-12-25 10:51:12,26.45,2500,416240,0.09
"727",2018-12-25 10:51:14,26.45,3560,419800,0.13
"726",2018-12-25 10:51:53,26.45,60,419860,0
"7251",2018-12-25 10:52:31,26.45,10000,429860,0.36
"7241",2018-12-25 10:52:40,26.45,6600,436460,0.24
"7231",2018-12-25 10:52:47,26.45,740,437200,0.03
"7221",2018-12-25 10:52:49,26.45,1300,438500,0.05
"7211",2018-12-25 10:53:21,26.45,4060,442560,0.14
"720",2018-12-25 10:53:22,26.45,1000,443560,0.04
"7191",2018-12-25 10:53:39,26.45,200,443760,0.01
"7181",2018-12-25 10:53:40,26.45,1150,444910,0.04
"7171",2018-12-25 10:54:18,26.45,1020,445930,0.04
"7161",2018-12-25 10:54:29,26.45,10,445940,0
"7151",2018-12-25 10:55:05,26.45,90,446030,0
"7141",2018-12-25 10:55:20,26.4,20,446050,0
"7131",2018-12-25 10:55:30,26.45,50,446100,0
"7121",2018-12-25 10:55:57,26.45,5000,451100,0.18
"7111",2018-12-25 10:56:04,26.45,1000,452100,0.04
"7101",2018-12-25 10:56:27,26.45,2000,454100,0.07
"709",2018-12-25 10:56:45,26.4,30000,484100,1.07
"708",2018-12-25 10:56:52,26.4,18000,502100,0.64
"707",2018-12-25 10:57:02,26.4,7000,509100,0.25
"706",2018-12-25 10:57:36,26.4,500,509600,0.02
"7051",2018-12-25 10:57:58,26.4,100,509700,0
"7041",2018-12-25 10:58:06,26.45,10,509710,0
"7031",2018-12-25 10:58:32,26.4,100,509810,0
"7021",2018-12-25 10:58:33,26.45,200,510010,0.01
"7011",2018-12-25 10:58:53,26.45,1000,511010,0.04
"700",2018-12-25 10:59:41,26.45,3560,514570,0.13
"699",2018-12-25 10:59:43,26.4,5000,519570,0.18
"698",2018-12-25 10:59:59,26.4,300,519870,0.01
"697",2018-12-25 11:00:23,26.4,10000,529870,0.36
"696",2018-12-25 11:00:36,26.4,300,530170,0.01
"6951",2018-12-25 11:00:39,26.45,50,530220,0
"6941",2018-12-25 11:00:41,26.4,9340,539560,0.33
"6931",2018-12-25 11:01:25,26.4,6000,545560,0.21
"6921",2018-12-25 11:01:44,26.4,1000,546560,0.04
"6911",2018-12-25 11:01:48,26.4,3560,550120,0.13
"690",2018-12-25 11:02:04,26.4,1000,551120,0.04
"689",2018-12-25 11:02:09,26.4,1500,552620,0.05
"688",2018-12-25 11:02:14,26.4,1000,553620,0.04
"687",2018-12-25 11:02:39,26.4,800,554420,0.03
"686",2018-12-25 11:03:01,26.4,10,554430,0
"6851",2018-12-25 11:03:18,26.4,1000,555430,0.04
"6841",2018-12-25 11:03:22,26.4,150,555580,0.01
"6831",2018-12-25 11:03:26,26.4,4500,560080,0.16
"6821",2018-12-25 11:03:27,26.4,100,560180,0
"6811",2018-12-25 11:03:35,26.4,1260,561440,0.04
"680",2018-12-25 11:03:51,26.4,10,561450,0
"679",2018-12-25 11:04:38,26.4,8010,569460,0.29
"678",2018-12-25 11:05:20,26.45,5000,574460,0.18
"677",2018-12-25 11:06:01,26.45,3560,578020,0.13
"676",2018-12-25 11:06:19,26.45,1000,579020,0.04
"6751",2018-12-25 11:06:21,26.4,770,579790,0.03
"6741",2018-12-25 11:06:28,26.45,5000,584790,0.18
"6731",2018-12-25 11:06:37,26.4,14000,598790,0.5
"6721",2018-12-25 11:07:08,26.4,6590,605380,0.24
"6711",2018-12-25 11:07:24,26.4,1000,606380,0.04
"670",2018-12-25 11:07:33,26.35,10,606390,0
"669",2018-12-25 11:08:01,26.4,260,606650,0.01
"668",2018-12-25 11:08:07,26.4,3560,610210,0.13
"667",2018-12-25 11:08:12,26.4,5000,615210,0.18
"666",2018-12-25 11:08:13,26.35,30000,645210,1.07
"6651",2018-12-25 11:08:14,26.4,100,645310,0
"6641",2018-12-25 11:08:48,26.35,6490,651800,0.23
"6631",2018-12-25 11:08:49,26.4,1500,653300,0.05
"6621",2018-12-25 11:09:06,26.4,150,653450,0.01
"6611",2018-12-25 11:09:56,26.4,50,653500,0
"660",2018-12-25 11:10:11,26.4,1320,654820,0.05
"659",2018-12-25 11:11:06,26.45,4300,659120,0.15
"658",2018-12-25 11:12:06,26.45,4000,663120,0.14
"657",2018-12-25 11:12:21,26.45,3560,666680,0.13
"656",2018-12-25 11:13:23,26.4,500,667180,0.02
"6551",2018-12-25 11:13:26,26.4,100,667280,0
"6541",2018-12-25 11:13:44,26.4,130,667410,0
"6531",2018-12-25 11:14:38,26.4,10,667420,0
"6521",2018-12-25 11:14:51,26.45,100,667520,0
"6511",2018-12-25 11:14:52,26.4,1000,668520,0.04
"650",2018-12-25 11:15:18,26.3,86090,754610,3.07
"649",2018-12-25 11:16:18,26.4,5000,759610,0.18
"648",2018-12-25 11:16:24,26.4,1000,760610,0.04
"647",2018-12-25 11:16:35,26.4,27570,788180,0.98
"646",2018-12-25 11:17:33,26.35,550,788730,0.02
"6451",2018-12-25 11:17:48,26.3,10,788740,0
"6441",2018-12-25 11:19:11,26.35,3450,792190,0.12
"6431",2018-12-25 11:19:15,26.35,620,792810,0.02
"6421",2018-12-25 11:19:18,26.35,100,792910,0
"6411",2018-12-25 11:19:20,26.35,500,793410,0.02
"640",2018-12-25 11:19:53,26.3,540,793950,0.02
"639",2018-12-25 11:21:01,26.3,22430,816380,0.8
"638",2018-12-25 11:21:04,26.3,6000,822380,0.21
"637",2018-12-25 11:21:12,26.3,10000,832380,0.36
"636",2018-12-25 11:21:16,26.3,14000,846380,0.5
"6351",2018-12-25 11:21:18,26.3,10000,856380,0.36
"6341",2018-12-25 11:21:30,26.3,230,856610,0.01
"6331",2018-12-25 11:21:32,26.3,500,857110,0.02
"6321",2018-12-25 11:21:44,26.35,2370,859480,0.08
"6311",2018-12-25 11:21:47,26.3,500,859980,0.02
"630",2018-12-25 11:22:28,26.35,2370,862350,0.08
"629",2018-12-25 11:22:44,26.3,1190,863540,0.04
"628",2018-12-25 11:23:02,26.35,50,863590,0
"627",2018-12-25 11:23:09,26.3,200,863790,0.01
"626",2018-12-25 11:23:10,26.3,2370,866160,0.08
"6251",2018-12-25 11:23:21,26.3,3000,869160,0.11
"6241",2018-12-25 11:23:29,26.3,200,869360,0.01
"6231",2018-12-25 11:23:44,26.3,20,869380,0
"6221",2018-12-25 11:24:03,26.3,190,869570,0.01
"6211",2018-12-25 11:24:29,26.25,10,869580,0
"620",2018-12-25 11:25:17,26.3,1000,870580,0.04
"6191",2018-12-25 11:25:18,26.3,100,870680,0
"6181",2018-12-25 11:25:20,26.25,2000,872680,0.07
"6171",2018-12-25 11:25:28,26.3,2920,875600,0.1
"6161",2018-12-25 11:25:46,26.3,400,876000,0.01
"6151",2018-12-25 11:26:42,26.3,190,876190,0.01
"6141",2018-12-25 11:27:32,26.3,2000,878190,0.07
"6131",2018-12-25 11:27:45,26.3,4490,882680,0.16
"6121",2018-12-25 11:28:18,26.3,10,882690,0
"6111",2018-12-25 11:28:20,26.3,500,883190,0.02
"6101",2018-12-25 11:28:24,26.3,5000,888190,0.18
"609",2018-12-25 11:28:29,26.3,2200,890390,0.08
"608",2018-12-25 11:28:33,26.3,2800,893190,0.1
"607",2018-12-25 11:29:13,26.3,10,893200,0
"606",2018-12-25 11:29:50,26.3,450,893650,0.02
"6051",2018-12-25 11:29:53,26.3,3000,896650,0.11
"6041",2018-12-25 11:30:49,26.3,8240,904890,0.29
"6031",2018-12-25 11:31:22,26.3,5000,909890,0.18
"6021",2018-12-25 11:31:54,26.3,5010,914900,0.18
"6011",2018-12-25 11:32:38,26.3,1000,915900,0.04
"600",2018-12-25 11:32:45,26.3,100,916000,0
"599",2018-12-25 11:33:35,26.3,10,916010,0
"598",2018-12-25 11:33:44,26.3,6430,922440,0.23
"597",2018-12-25 11:33:46,26.35,100,922540,0
"596",2018-12-25 11:33:55,26.3,3000,925540,0.11
"5951",2018-12-25 11:34:55,26.3,7010,932550,0.25
"5941",2018-12-25 11:34:57,26.3,300,932850,0.01
"5931",2018-12-25 11:35:49,26.3,100,932950,0
"5921",2018-12-25 11:35:53,26.3,10,932960,0
"5911",2018-12-25 11:36:15,26.3,2370,935330,0.08
"590",2018-12-25 11:36:16,26.3,1500,936830,0.05
"589",2018-12-25 11:36:57,26.25,3000,939830,0.11
"588",2018-12-25 11:37:05,26.25,5000,944830,0.18
"587",2018-12-25 11:37:13,26.25,140,944970,0
"586",2018-12-25 11:37:24,26.25,2000,946970,0.07
"5851",2018-12-25 11:37:33,26.25,10000,956970,0.36
"5841",2018-12-25 11:37:39,26.25,180,957150,0.01
"5831",2018-12-25 11:37:40,26.3,1000,958150,0.04
"5821",2018-12-25 11:37:49,26.25,17550,975700,0.63
"5811",2018-12-25 11:37:55,26.25,1030,976730,0.04
"580",2018-12-25 11:38:13,26.2,30000,1006730,1.07
"579",2018-12-25 11:38:21,26.25,10,1006740,0
"578",2018-12-25 11:38:23,26.2,9000,1015740,0.32
"577",2018-12-25 11:38:28,26.2,7000,1022740,0.25
"576",2018-12-25 11:38:29,26.1,50000,1072740,1.78
"5751",2018-12-25 11:38:50,26.1,20000,1092740,0.71
"5741",2018-12-25 11:38:53,26.1,1000,1093740,0.04
"5731",2018-12-25 11:38:54,26.1,590,1094330,0.02
"5721",2018-12-25 11:38:56,26.1,830,1095160,0.03
"5711",2018-12-25 11:38:57,26.05,10,1095170,0
"570",2018-12-25 11:39:04,26.1,100,1095270,0
"569",2018-12-25 11:39:15,26,8810,1104080,0.31
"568",2018-12-25 11:39:22,26,10760,1114840,0.38
"567",2018-12-25 11:39:25,26,20000,1134840,0.71
"566",2018-12-25 11:39:46,26,500,1135340,0.02
"5651",2018-12-25 11:39:53,26,8000,1143340,0.29
"5641",2018-12-25 11:39:55,26,25000,1168340,0.89
"5631",2018-12-25 11:40:04,26,11000,1179340,0.39
"5621",2018-12-25 11:40:05,26,1500,1180840,0.05
"5611",2018-12-25 11:40:09,26,2430,1183270,0.09
"560",2018-12-25 11:40:19,26,5000,1188270,0.18
"559",2018-12-25 11:40:25,26,100,1188370,0
"5581",2018-12-25 11:40:27,26,550,1188920,0.02
"5571",2018-12-25 11:40:37,26,1450,1190370,0.05
"5561",2018-12-25 11:40:56,25.95,10,1190380,0
"5551",2018-12-25 11:41:10,25.95,400,1190780,0.01
"5541",2018-12-25 11:41:15,26,4670,1195450,0.17
"5531",2018-12-25 11:41:22,26,10000,1205450,0.36
"5521",2018-12-25 11:41:34,26,35330,1240780,1.26
"5511",2018-12-25 11:41:51,26,100,1240880,0
"5501",2018-12-25 11:41:55,26,5000,1245880,0.18
"5491",2018-12-25 11:42:03,25.9,15000,1260880,0.54
"5481",2018-12-25 11:42:13,25.9,5000,1265880,0.18
"5471",2018-12-25 11:42:18,25.9,4010,1269890,0.14
"5461",2018-12-25 11:42:34,26,20000,1289890,0.71
"5451",2018-12-25 11:42:39,25.9,2600,1292490,0.09
"5441",2018-12-25 11:42:59,25.9,1300,1293790,0.05
"5431",2018-12-25 11:43:13,25.9,500,1294290,0.02
"5421",2018-12-25 11:43:14,25.9,10000,1304290,0.36
"5413",2018-12-25 11:43:17,25.9,30,1304320,0
"5401",2018-12-25 11:43:20,25.9,100,1304420,0
"5391",2018-12-25 11:43:24,25.9,360,1304780,0.01
"5381",2018-12-25 11:43:32,25.9,30,1304810,0
"5371",2018-12-25 11:43:49,25.9,500,1305310,0.02
"5361",2018-12-25 11:43:54,25.9,1140,1306450,0.04
"5351",2018-12-25 11:43:57,26,2000,1308450,0.07
"5341",2018-12-25 11:44:15,25.9,10,1308460,0
"5331",2018-12-25 11:44:21,26,10160,1318620,0.36
"5321",2018-12-25 11:44:26,25.9,15000,1333620,0.54
"5315",2018-12-25 11:44:38,25.9,1450,1335070,0.05
"5301",2018-12-25 11:44:41,25.9,200,1335270,0.01
"5291",2018-12-25 11:44:47,25.9,2000,1337270,0.07
"5281",2018-12-25 11:44:48,25.9,5000,1342270,0.18
"5271",2018-12-25 11:44:53,25.9,500,1342770,0.02
"5261",2018-12-25 11:44:55,25.9,3550,1346320,0.13
"5251",2018-12-25 11:45:24,26,10,1346330,0
"5241",2018-12-25 11:45:44,25.9,3020,1349350,0.11
"5231",2018-12-25 11:46:41,25.9,500,1349850,0.02
"5221",2018-12-25 11:47:45,25.9,5000,1354850,0.18
"5215",2018-12-25 11:48:18,25.9,10000,1364850,0.36
"5201",2018-12-25 11:48:34,25.9,1000,1365850,0.04
"5191",2018-12-25 11:48:38,25.9,3620,1369470,0.13
"5181",2018-12-25 11:48:44,25.9,120,1369590,0
"5171",2018-12-25 11:48:45,25.9,2370,1371960,0.08
"5161",2018-12-25 11:49:54,25.9,50,1372010,0
"5151",2018-12-25 11:50:04,25.85,3000,1375010,0.11
"5141",2018-12-25 11:50:18,25.9,2370,1377380,0.08
"5131",2018-12-25 11:50:58,25.85,10,1377390,0
"5121",2018-12-25 11:50:59,25.9,26470,1403860,0.94
"5115",2018-12-25 11:51:00,25.9,700,1404560,0.02
"5101",2018-12-25 11:51:01,25.8,10000,1414560,0.36
"5091",2018-12-25 11:51:23,25.8,20000,1434560,0.71
"5081",2018-12-25 11:52:48,25.95,2370,1436930,0.08
"5071",2018-12-25 11:53:03,25.9,30,1436960,0
"5061",2018-12-25 11:53:19,25.9,9970,1446930,0.36
"5051",2018-12-25 11:53:27,25.9,5000,1451930,0.18
"5041",2018-12-25 11:53:30,25.9,50,1451980,0
"5031",2018-12-25 11:53:34,25.9,4980,1456960,0.18
"5021",2018-12-25 11:53:40,25.9,1000,1457960,0.04
"5015",2018-12-25 11:53:46,25.9,500,1458460,0.02
"5001",2018-12-25 11:53:53,25.9,20,1458480,0
